code,date,close
1305,2025-06-23,2978.43
1305,2025-06-30,2963.78
1305,2025-07-07,2893.01
1305,2025-07-14,2973.0
1305,2025-07-21,3095.0
1305,2025-07-28,3097.0
1305,2025-08-04,3172.0
1305,2025-08-11,3260.0
1305,2025-08-18,3251.0
1305,2025-08-25,3228.0
1305,2025-09-01,3258.0
1305,2025-09-08,3316.0
1305,2025-09-15,3300.0
1305,2025-09-22,3345.0
1305,2025-09-29,3312.0
1305,2025-10-06,3386.0
1305,2025-10-13,3365.0
1305,2025-10-20,3444.0
1305,2025-10-27,3530.0
1305,2025-11-03,3495.0
1305,2025-11-10,3560.0
1305,2025-11-17,3503.0
1305,2025-11-24,3587.0
1305,2025-12-01,3560.0
1305,2025-12-08,3630.0
1305,2025-12-15,3587.0
1305,2025-12-22,3625.0
1305,2025-12-29,3613.0
1305,2026-01-05,3731.0
1305,2026-01-12,3887.0
1305,2026-01-19,3848.0
1305,2026-01-26,3785.0
1305,2026-02-02,3922.0
1305,2026-02-09,4053.0
1305,2026-02-16,4040.0
1305,2026-02-23,4176.0
1305,2026-03-02,3949.0
1305,2026-03-09,3849.0
1305,2026-03-16,3839.0
1305,2026-03-23,3865.0
1305,2026-03-30,3904.0
1305,2026-04-06,4004.0
1305,2026-04-13,4030.0
1305,2026-04-20,3980.0
1305,2026-04-27,3986.0
1305,2026-05-04,4100.0
1305,2026-05-11,4133.0
1305,2026-05-18,4166.0
1305,2026-05-25,4237.0
1305,2026-06-01,4230.0
1305,2026-06-08,4166.0
1305,2026-06-15,4369.0
1306,2025-06-23,3013.85
1306,2025-06-30,3000.88
1306,2025-07-07,2925.56
1306,2025-07-14,2944.0
1306,2025-07-21,3062.0
1306,2025-07-28,3064.0
1306,2025-08-04,3140.0
1306,2025-08-11,3229.0
1306,2025-08-18,3220.0
1306,2025-08-25,3196.0
1306,2025-09-01,3230.0
1306,2025-09-08,3284.0
1306,2025-09-15,3266.0
1306,2025-09-22,3306.0
1306,2025-09-29,3280.0
1306,2025-10-06,3350.0
1306,2025-10-13,3324.0
1306,2025-10-20,3407.0
1306,2025-10-27,3492.0
1306,2025-11-03,3455.0
1306,2025-11-10,3522.0
1306,2025-11-17,3457.0
1306,2025-11-24,3542.0
1306,2025-12-01,3522.0
1306,2025-12-08,3593.0
1306,2025-12-15,3553.0
1306,2025-12-22,3588.0
1306,2025-12-29,3579.0
1306,2026-01-05,3690.0
1306,2026-01-12,3848.0
1306,2026-01-19,3813.0
1306,2026-01-26,3744.0
1306,2026-02-02,3885.0
1306,2026-02-09,4012.0
1306,2026-02-16,4001.0
1306,2026-02-23,4131.0
1306,2026-03-02,3903.0
1306,2026-03-09,3809.0
1306,2026-03-16,3791.0
1306,2026-03-23,3827.0
1306,2026-03-30,386.6
1306,2026-04-06,396.5
1306,2026-04-13,399.1
1306,2026-04-20,393.7
1306,2026-04-27,394.6
